Series ID,Year,Period,Label,Value
APU0000711311,2005,M11,2005 Nov,1.172
APU0000711311,2005,M12,2005 Dec,0.885
APU0000711311,2006,M01,2006 Jan,0.837
APU0000711311,2006,M02,2006 Feb,0.915
APU0000711311,2006,M03,2006 Mar,0.888
APU0000711311,2006,M04,2006 Apr,0.876
APU0000711311,2006,M05,2006 May,0.990
APU0000711311,2006,M06,2006 Jun,1.119
APU0000711311,2006,M07,2006 Jul,1.270
APU0000711311,2006,M09,2006 Sep,1.483
APU0000711311,2006,M10,2006 Oct,1.423
APU0000711311,2006,M11,2006 Nov,1.200
APU0000711311,2006,M12,2006 Dec,0.958
APU0000711311,2007,M01,2007 Jan,1.092
APU0000711311,2007,M02,2007 Feb,1.375
APU0000711311,2007,M03,2007 Mar,1.301
APU0000711311,2007,M04,2007 Apr,1.243
APU0000711311,2007,M05,2007 May,1.268
APU0000711311,2007,M06,2007 Jun,1.321
APU0000711311,2007,M08,2007 Aug,1.500
APU0000711311,2007,M09,2007 Sep,1.503
APU0000711311,2007,M10,2007 Oct,1.542
APU0000711311,2007,M11,2007 Nov,1.079
APU0000711311,2007,M12,2007 Dec,0.905
APU0000711311,2008,M01,2008 Jan,0.905
APU0000711311,2008,M02,2008 Feb,0.887
APU0000711311,2008,M03,2008 Mar,0.898
APU0000711311,2008,M04,2008 Apr,0.931
APU0000711311,2008,M05,2008 May,1.008
APU0000711311,2008,M06,2008 Jun,1.136
APU0000711311,2008,M07,2008 Jul,1.291
APU0000711311,2008,M08,2008 Aug,1.452
APU0000711311,2008,M09,2008 Sep,1.471
APU0000711311,2008,M10,2008 Oct,1.428
APU0000711311,2008,M11,2008 Nov,1.055
APU0000711311,2008,M12,2008 Dec,0.934
APU0000711311,2009,M01,2009 Jan,0.896
APU0000711311,2009,M02,2009 Feb,0.912
APU0000711311,2009,M03,2009 Mar,0.889
APU0000711311,2009,M04,2009 Apr,0.910
APU0000711311,2009,M05,2009 May,0.963
APU0000711311,2009,M06,2009 Jun,1.060
APU0000711311,2009,M07,2009 Jul,1.191
APU0000711311,2009,M08,2009 Aug,1.222
APU0000711311,2009,M09,2009 Sep,1.255
APU0000711311,2009,M10,2009 Oct,1.262
APU0000711311,2009,M11,2009 Nov,1.113
APU0000711311,2009,M12,2009 Dec,0.932
APU0000711311,2010,M01,2010 Jan,0.899
APU0000711311,2010,M02,2010 Feb,0.870
APU0000711311,2010,M03,2010 Mar,0.858
APU0000711311,2010,M04,2010 Apr,0.871
APU0000711311,2010,M05,2010 May,0.952
APU0000711311,2010,M06,2010 Jun,1.096
APU0000711311,2010,M07,2010 Jul,1.149
APU0000711311,2010,M08,2010 Aug,1.242
APU0000711311,2010,M09,2010 Sep,1.302
APU0000711311,2010,M10,2010 Oct,1.281
APU0000711311,2010,M11,2010 Nov,1.200
APU0000711311,2010,M12,2010 Dec,1.021
APU0000711311,2011,M01,2011 Jan,1.052
APU0000711311,2011,M02,2011 Feb,0.989
APU0000711311,2011,M03,2011 Mar,0.957
APU0000711311,2011,M04,2011 Apr,0.926
APU0000711311,2011,M05,2011 May,0.916
APU0000711311,2011,M06,2011 Jun,1.014
APU0000711311,2011,M07,2011 Jul,1.078
APU0000711311,2011,M08,2011 Aug,1.268
APU0000711311,2011,M09,2011 Sep,1.438
APU0000711311,2011,M10,2011 Oct,1.386
APU0000711311,2011,M11,2011 Nov,1.142
APU0000711311,2011,M12,2011 Dec,0.983
APU0000711311,2012,M01,2012 Jan,0.929
APU0000711311,2012,M02,2012 Feb,0.852
APU0000711311,2012,M03,2012 Mar,0.850
APU0000711311,2012,M04,2012 Apr,0.910
APU0000711311,2012,M05,2012 May,0.968
APU0000711311,2012,M06,2012 Jun,1.032
APU0000711311,2012,M07,2012 Jul,1.127
APU0000711311,2012,M08,2012 Aug,1.283
APU0000711311,2012,M09,2012 Sep,1.296
APU0000711311,2012,M10,2012 Oct,1.254
APU0000711311,2012,M11,2012 Nov,1.102
APU0000711311,2012,M12,2012 Dec,1.035
APU0000711311,2013,M01,2013 Jan,0.991
APU0000711311,2013,M02,2013 Feb,0.998
APU0000711311,2013,M03,2013 Mar,0.988
APU0000711311,2013,M04,2013 Apr,0.981
APU0000711311,2013,M05,2013 May,1.048
APU0000711311,2013,M06,2013 Jun,1.147
APU0000711311,2013,M07,2013 Jul,1.287
APU0000711311,2013,M08,2013 Aug,1.377
APU0000711311,2013,M09,2013 Sep,1.334
APU0000711311,2013,M10,2013 Oct,1.328
APU0000711311,2013,M11,2013 Nov,1.201
APU0000711311,2013,M12,2013 Dec,1.129
APU0000711311,2014,M01,2014 Jan,1.118
APU0000711311,2014,M02,2014 Feb,1.146
APU0000711311,2014,M03,2014 Mar,1.212
APU0000711311,2014,M04,2014 Apr,1.261
APU0000711311,2014,M05,2014 May,1.342
APU0000711311,2014,M06,2014 Jun,1.299
APU0000711311,2014,M07,2014 Jul,1.390
APU0000711311,2014,M08,2014 Aug,1.467
APU0000711311,2014,M09,2014 Sep,1.486
APU0000711311,2014,M10,2014 Oct,1.508
APU0000711311,2014,M11,2014 Nov,1.352
APU0000711311,2014,M12,2014 Dec,1.246
APU0000711311,2015,M01,2015 Jan,1.195
APU0000711311,2015,M02,2015 Feb,1.185
APU0000711311,2015,M03,2015 Mar,1.201
APU0000711311,2015,M04,2015 Apr,1.165
APU0000711311,2015,M05,2015 May,1.208
APU0000711311,2015,M06,2015 Jun,1.274
APU0000711311,2015,M07,2015 Jul,1.380
APU0000711311,2015,M08,2015 Aug,1.493
APU0000711311,2015,M09,2015 Sep,1.480
APU0000711311,2015,M10,2015 Oct,1.514
APU0000711311,2015,M11,2015 Nov,1.329
APU0000711311,2015,M12,2015 Dec,1.229
APU0000711311,2016,M01,2016 Jan,1.196
APU0000711311,2016,M02,2016 Feb,1.194
APU0000711311,2016,M03,2016 Mar,1.188
APU0000711311,2016,M04,2016 Apr,1.176
APU0000711311,2016,M05,2016 May,1.148
APU0000711311,2016,M06,2016 Jun,1.186
APU0000711311,2016,M07,2016 Jul,1.268
APU0000711311,2016,M08,2016 Aug,1.365
APU0000711311,2016,M09,2016 Sep,1.410
APU0000711311,2016,M10,2016 Oct,1.412
APU0000711311,2016,M11,2016 Nov,1.239
APU0000711311,2016,M12,2016 Dec,1.169
APU0000711311,2017,M01,2017 Jan,1.186
APU0000711311,2017,M02,2017 Feb,1.191
APU0000711311,2017,M03,2017 Mar,1.180
APU0000711311,2017,M04,2017 Apr,1.174
APU0000711311,2017,M05,2017 May,1.226
APU0000711311,2017,M06,2017 Jun,1.346
APU0000711311,2017,M07,2017 Jul,1.462
APU0000711311,2017,M08,2017 Aug,1.453
APU0000711311,2017,M09,2017 Sep,1.480
APU0000711311,2017,M10,2017 Oct,1.590
APU0000711311,2017,M11,2017 Nov,1.486
APU0000711311,2017,M12,2017 Dec,1.315
APU0000711311,2018,M01,2018 Jan,1.326
APU0000711311,2018,M02,2018 Feb,1.339
APU0000711311,2018,M03,2018 Mar,1.305
APU0000711311,2018,M04,2018 Apr,1.291
APU0000711311,2018,M05,2018 May,1.348
APU0000711311,2018,M06,2018 Jun,1.409
APU0000711311,2018,M07,2018 Jul,1.538
APU0000711311,2018,M08,2018 Aug,1.559
APU0000711311,2018,M09,2018 Sep,1.511
APU0000711311,2018,M10,2018 Oct,1.502
APU0000711311,2018,M11,2018 Nov,1.437
APU0000711311,2018,M12,2018 Dec,1.389
APU0000711311,2019,M01,2019 Jan,1.344
APU0000711311,2019,M02,2019 Feb,1.298
APU0000711311,2019,M03,2019 Mar,1.346
APU0000711311,2019,M04,2019 Apr,1.280
APU0000711311,2019,M05,2019 May,1.331
APU0000711311,2019,M06,2019 Jun,1.296
APU0000711311,2019,M07,2019 Jul,1.411
APU0000711311,2019,M08,2019 Aug,1.442
APU0000711311,2019,M09,2019 Sep,1.426
APU0000711311,2019,M10,2019 Oct,1.470
APU0000711311,2019,M11,2019 Nov,1.429
APU0000711311,2019,M12,2019 Dec,1.327
APU0000711311,2020,M01,2020 Jan,1.244
APU0000711311,2020,M02,2020 Feb,1.218
APU0000711311,2020,M03,2020 Mar,1.174
APU0000711311,2020,M05,2020 May,1.209
APU0000711311,2020,M06,2020 Jun,1.296
APU0000711311,2020,M12,2020 Dec,1.329
APU0000711311,2021,M01,2021 Jan,1.303
APU0000711311,2021,M02,2021 Feb,1.321
APU0000711311,2021,M03,2021 Mar,1.266
APU0000711311,2021,M04,2021 Apr,1.320
APU0000711311,2021,M05,2021 May,1.317
APU0000711311,2021,M06,2021 Jun,1.354
APU0000711311,2021,M10,2021 Oct,1.490
APU0000711311,2021,M11,2021 Nov,1.440
APU0000711311,2021,M12,2021 Dec,1.448
APU0000711311,2022,M01,2022 Jan,1.427
APU0000711311,2022,M02,2022 Feb,1.445
APU0000711311,2022,M03,2022 Mar,1.480
APU0000711311,2022,M04,2022 Apr,1.505
APU0000711311,2022,M05,2022 May,1.546
APU0000711311,2022,M06,2022 Jun,1.600
APU0000711311,2022,M08,2022 Aug,1.703
APU0000711311,2022,M09,2022 Sep,1.730
APU0000711311,2022,M10,2022 Oct,1.730
APU0000711311,2022,M11,2022 Nov,1.641
APU0000711311,2022,M12,2022 Dec,1.485
